id,u,v,width,height,time
459,0.2896115,0.7786307,0.06081333,0.0739651,665.9833333333333
459,0.3428769,0.7951147,0.06653745,0.08092713,666.0
459,0.4035724,0.8036475,0.06607048,0.08035918,666.0166666666667
459,0.4659058,0.801708,0.06145174,0.07474157,666.0333333333333
459,0.5260889,0.7880264,0.06432977,0.07824201,666.05
459,0.5775622,0.7638293,0.06018148,0.0731966,666.0666666666667
459,0.6331549,0.71802,0.05355054,0.06513163,666.0833333333334
459,0.6658593,0.6780664,0.06154633,0.07485661,666.1
459,0.6955,0.6283975,0.05798648,0.0705269,666.1166666666667
459,0.7134,0.5759966,0.05649369,0.06871127,666.1333333333333
459,0.7187854,0.5199466,0.05693233,0.06924476,666.15
459,0.7134949,0.4640562,0.05640164,0.06859931,666.1666666666666
459,0.6957585,0.4105978,0.05865514,0.07134017,666.1833333333333
459,0.6651102,0.3606691,0.06103941,0.07424007,666.2
459,0.6099446,0.288411,0.05362921,0.06522731,666.2166666666667
459,0.574836,0.2623945,0.04454436,0.05417772,666.2333333333333
459,0.5002667,0.2083267,0.05145084,0.06257783,666.25
459,0.447335,0.1963585,0.06352332,0.07726115,666.2666666666667
459,0.3894602,0.1917835,0.06229588,0.07576828,666.2833333333333
459,0.3329783,0.2085262,0.0647796,0.07878913,666.3
459,0.2794046,0.2454653,0.06889168,0.08379051,666.3166666666667
459,0.2303826,0.2948758,0.07039998,0.085625,666.3333333333334
459,0.1909584,0.3571793,0.07107717,0.08644864,666.35
459,0.1645303,0.4293504,0.06882107,0.08370463,666.3666666666667
459,0.1488136,0.4976341,0.05871294,0.07141047,666.3833333333333
,,,,,
460,0.2199743,0.7583746,0.0233303,0.02837581,666.45
,,,,,
460,0.3207769,0.8084889,0.04931131,0.0599756,666.4833333333333
460,0.3796449,0.8208264,0.05383037,0.06547197,666.5
460,0.439213,0.8212223,0.05592625,0.06802112,666.5166666666667
460,0.50978,0.8065176,0.05335301,0.06489137,666.5333333333333
460,0.5649006,0.7933211,0.05847974,0.07112683,666.55
460,0.6149212,0.76382,0.05350696,0.06507862,666.5666666666667
460,0.6480573,0.7293245,0.052476,0.06382469,666.5833333333334
,,,,,
460,0.6767285,0.6133174,0.0538181,0.06545705,666.6166666666667
460,0.6724173,0.5590133,0.05784105,0.07035002,666.6333333333333
460,0.6550162,0.5043674,0.05809324,0.07065675,666.65
460,0.6274458,0.4555659,0.06015886,0.07316908,666.6666666666666
460,0.5900856,0.4141531,0.06110864,0.07432426,666.6833333333333
460,0.5437612,0.3828483,0.06126096,0.07450953,666.7
460,0.49155,0.3608209,0.06117546,0.07440554,666.7166666666667
460,0.4342917,0.3480998,0.0627963,0.07637692,666.7333333333333
460,0.3775548,0.3485784,0.06173333,0.07508405,666.75
460,0.2967242,0.3709595,0.03003508,0.03653061,666.7666666666667
460,0.2602344,0.3988169,0.06606751,0.08035557,666.7833333333333
460,0.2169713,0.4426072,0.05326933,0.0647896,666.8
460,0.1827541,0.5008801,0.03558198,0.0432771,666.8166666666667
,,,,,
460,0.1384989,0.6376011,0.04594523,0.05588155,666.85
460,0.1457069,0.6875354,0.05701018,0.06933945,666.8666666666667
460,0.1671608,0.743922,0.06418891,0.07807069,666.8833333333333
460,0.2044399,0.7983935,0.06741612,0.08199583,666.9
460,0.252306,0.8372546,0.06304209,0.07667586,666.9166666666666
460,0.297227,0.8543369,0.05134316,0.06244686,666.9333333333333
460,0.374511,0.8561554,0.04512892,0.0548887,666.95
460,0.4229786,0.8566034,0.06319384,0.07686043,666.9666666666667
460,0.4709341,0.8461796,0.0503966,0.0612956,666.9833333333333
460,0.5353569,0.8064409,0.05999772,0.0729731,667.0
460,0.5768303,0.7638755,0.05893512,0.0716807,667.0166666666667
,,,,,
460,0.697211,0.6534575,0.02915964,0.03546583,667.0666666666667
,,,,,
460,0.7057854,0.5464275,0.02090914,0.02543104,667.1
460,0.7022239,0.5052762,0.04203505,0.05112574,667.1166666666667
460,0.6872818,0.4704452,0.05060654,0.06155093,667.1333333333333
460,0.6567958,0.4359327,0.05492189,0.06679955,667.15
460,0.6161709,0.4057933,0.05766845,0.07014009,667.1666666666666
460,0.5758759,0.3817328,0.04428629,0.05386385,667.1833333333333
460,0.5127956,0.3835695,0.02495855,0.0303562,667.2
460,0.482316,0.3888442,0.05154845,0.06269655,667.2166666666667
460,0.4538305,0.4213072,0.05368175,0.06529121,667.2333333333333
460,0.437285,0.4735252,0.05849955,0.07115093,667.25
460,0.4341328,0.5383348,0.06232701,0.07580613,667.2666666666667
460,0.4501934,0.62135,0.05404908,0.06573798,667.2833333333333
460,0.4742397,0.6809965,0.06841112,0.08320602,667.3
460,0.5121747,0.7449511,0.06745544,0.08204366,667.3166666666667
460,0.5756197,0.8198802,0.05387703,0.06552872,667.3333333333334
460,0.6229327,0.8537936,0.06416317,0.07803938,667.35
460,0.6905873,0.8812256,0.04390046,0.05339457,667.3666666666667
460,0.7621822,0.8893905,0.03924487,0.04773214,667.3833333333333
460,0.7979127,0.8703035,0.05731095,0.06970527,667.4
460,0.8363274,0.8331322,0.05909237,0.07187195,667.4166666666666
460,0.867026,0.7878533,0.0572065,0.06957824,667.4333333333333
460,0.8892103,0.7369524,0.05587916,0.06796385,667.45
460,0.8969036,0.6790305,0.05786039,0.07037354,667.4666666666667
460,0.8891267,0.6114347,0.06466484,0.07864955,667.4833333333333
460,0.8688312,0.5365576,0.06830452,0.08307636,667.5
460,0.8382504,0.4616832,0.0674419,0.0820272,667.5166666666667
460,0.8002155,0.3976806,0.06648215,0.08085988,667.5333333333333
460,0.7569614,0.3422545,0.06660117,0.08100464,667.55
460,0.7110803,0.2989621,0.06176836,0.07512666,667.5666666666667
460,0.6658874,0.274152,0.05348776,0.06505526,667.5833333333334
,,,,,
460,0.5604862,0.2748649,0.04769951,0.05801522,667.6166666666667
460,0.5268139,0.2762393,0.03366766,0.04094879,667.6333333333333
460,0.4654036,0.314437,0.05155684,0.06270675,667.65
460,0.4287441,0.3366044,0.04771798,0.05803769,667.6666666666666
460,0.3739067,0.3809147,0.06213113,0.07556789,667.6833333333333
460,0.3310297,0.4248071,0.06521795,0.07932228,667.7
460,0.2947848,0.4797089,0.06515626,0.07924724,667.7166666666667
460,0.2678259,0.5427229,0.06496143,0.07901028,667.7333333333333
460,0.2510928,0.6074155,0.05946943,0.07233056,667.75
460,0.2484174,0.6652456,0.05767265,0.0701452,667.7666666666667
460,0.2613556,0.7216413,0.05898399,0.07174014,667.7833333333333
460,0.2817818,0.7555896,0.03314481,0.04031286,667.8
,,,,,
461,0.6363854,0.6898954,0.04618212,0.05616967,667.9166666666666
461,0.6586063,0.6443282,0.05106071,0.06210333,667.9333333333333
461,0.6859291,0.5545307,0.03847598,0.04679697,667.95
461,0.6785052,0.5013412,0.05898186,0.07173755,667.9666666666667
461,0.6564161,0.4251724,0.06521764,0.07932189,667.9833333333333
461,0.6204344,0.355274,0.07352214,0.08942236,668.0
461,0.5662008,0.2835468,0.06400618,0.07784845,668.0166666666667
461,0.5140672,0.2391444,0.06704514,0.08154462,668.0333333333333
461,0.4517773,0.2102933,0.0542862,0.06602638,668.05
461,0.3880174,0.2031593,0.04981794,0.06059179,668.0666666666667
461,0.3251087,0.2060861,0.04518612,0.05495828,668.0833333333334
461,0.2556019,0.2435498,0.05924195,0.07205388,668.1
461,0.2008992,0.2959894,0.07151757,0.08698429,668.1166666666667
461,0.149592,0.3530962,0.07569683,0.09206737,668.1333333333333
461,0.1062511,0.4176041,0.07175818,0.08727693,668.15
461,0.07484712,0.485753,0.06769846,0.08233923,668.1666666666666
461,0.05725566,0.5525619,0.06238144,0.07587233,668.1833333333333
461,0.05537947,0.6179716,0.06152055,0.07482526,668.2
461,0.07071472,0.6771052,0.06317151,0.07683326,668.2166666666667
461,0.09987091,0.7259973,0.06028271,0.07331973,668.2333333333333
461,0.1373419,0.7576034,0.05749432,0.0699283,668.25
461,0.1782358,0.7731132,0.04648356,0.05653631,668.2666666666667
461,0.2237146,0.7794646,0.04989491,0.0606854,668.2833333333333
461,0.3074117,0.7646915,0.02920699,0.03552342,668.3
461,0.3403372,0.7534061,0.06122187,0.07446199,668.3166666666667
461,0.3833787,0.716651,0.06427401,0.07817419,668.3333333333334
461,0.4200653,0.6599643,0.05070876,0.06167526,668.35
461,0.432925,0.6236515,0.03674399,0.04469041,668.3666666666667
461,0.4488426,0.5325135,0.05121284,0.06228836,668.3833333333333
461,0.4483302,0.4873215,0.01829079,0.02224644,668.4
462,0.4186792,0.3996112,0.06165789,0.0749923,668.4166666666666
,,,,,
461,0.3497969,0.3031914,0.04310607,0.05242838,668.45
461,0.3015014,0.2701958,0.05654173,0.0687697,668.4666666666667
461,0.2266505,0.2432828,0.04661868,0.05670065,668.4833333333333
461,0.1812172,0.2439489,0.06355126,0.07729514,668.5
461,0.1250998,0.2643339,0.06725532,0.08180026,668.5166666666667
461,0.07438678,0.3097531,0.07173296,0.08724626,668.5333333333333
461,0.0324717,0.3720014,0.0724192,0.0880809,668.55
461,0.01413841,0.4422816,0.0611996,0.07443491,668.5666666666667
461,0.008624785,0.5282032,0.05008821,0.06092051,668.5833333333334
461,0.009498099,0.6119921,0.04931027,0.05997434,668.6
461,0.01679307,0.6742898,0.05427565,0.06601354,668.6166666666667
461,0.03870698,0.7242149,0.06279127,0.07637078,668.6333333333333
461,0.07775252,0.7686194,0.06599145,0.08026306,668.65
461,0.1272252,0.7984273,0.06495773,0.07900578,668.6666666666666
461,0.177677,0.8118514,0.05972167,0.07263735,668.6833333333333
461,0.2455053,0.807602,0.04714884,0.05734546,668.7
,,,,,
461,0.3474574,0.7665575,0.02349484,0.02857595,668.7333333333333
,,,,,
461,0.4365047,0.6582851,0.0374708,0.04557441,668.7666666666667
,,,,,
461,0.4088057,0.4560784,0.06569558,0.07990321,668.8166666666667
461,0.37365,0.3969286,0.06352454,0.07726266,668.8333333333334
461,0.3212644,0.346423,0.05111337,0.06216738,668.85
461,0.2635472,0.3138243,0.05592572,0.06802046,668.8666666666667
461,0.2363626,0.3117119,0.01882935,0.02290147,668.8833333333333
,,,,,
461,0.1095342,0.3798173,0.05706076,0.06940097,668.9166666666666
461,0.07203428,0.4397651,0.06580603,0.08003754,668.9333333333333
461,0.04443751,0.5091921,0.06916738,0.08412582,668.95
461,0.02889132,0.5897258,0.07001442,0.08515606,668.9666666666667
461,0.02741685,0.6575916,0.05527972,0.06723476,668.9833333333333
461,0.03306815,0.7507665,0.05146884,0.06259973,669.0
461,0.05510929,0.7970358,0.06196127,0.07536129,669.0166666666667
461,0.09187707,0.8443668,0.06741305,0.0819921,669.0333333333333
461,0.1392984,0.8810537,0.06597552,0.08024368,669.05
461,0.1920807,0.901186,0.06347488,0.07720225,669.0666666666667
461,0.247809,0.9056544,0.06359557,0.07734904,669.0833333333334
461,0.3039165,0.8948128,0.06466544,0.07865029,669.1
461,0.342033,0.8828839,0.04198948,0.05107032,669.1166666666667
461,0.3990278,0.8416448,0.04253371,0.05173224,669.1333333333333
461,0.434628,0.7840248,0.02768008,0.0336663,669.15
461,0.4508939,0.7358696,0.04907519,0.05968841,669.1666666666666
461,0.448874,0.6863369,0.05842866,0.0710647,669.1833333333333
461,0.4419657,0.6479182,0.02013601,0.02449071,669.2
461,0.3987203,0.5684075,0.06466608,0.07865106,669.2166666666667
461,0.3577231,0.5210347,0.06454282,0.07850114,669.2333333333333
461,0.3176789,0.4924559,0.05079401,0.06177896,669.25
461,0.2585834,0.4756181,0.05401682,0.06569874,669.2666666666667
461,0.2116163,0.4778852,0.04863574,0.05915393,669.2833333333333
461,0.1323337,0.5147225,0.03680357,0.04476287,669.3
461,0.1045988,0.5484743,0.06840812,0.08320237,669.3166666666667
461,0.07482558,0.5940807,0.05030963,0.06118982,669.3333333333334
461,0.04187604,0.661675,0.04743758,0.05769664,669.35
461,0.01928007,0.7555746,0.04923398,0.05988155,669.3666666666667
461,0.02586361,0.815884,0.06682821,0.08128079,669.3833333333333
461,0.04216488,0.8828694,0.06190763,0.07529605,669.4
461,0.06671566,0.9281115,0.05254845,0.06391281,669.4166666666666
461,0.09893956,0.9513823,0.05187714,0.06309633,669.4333333333333
461,0.1361808,0.963221,0.05519248,0.06712866,669.45
461,0.1796557,0.9664527,0.0582468,0.07084352,669.4666666666667
461,0.226303,0.9580613,0.06014098,0.07314733,669.4833333333333
461,0.2734839,0.9389667,0.06127599,0.07452782,669.5
461,0.3155531,0.9150406,0.0568586,0.0691551,669.5166666666667
,,,,,
461,0.3767845,0.8374673,0.03339887,0.04062186,669.55
461,0.388768,0.7710741,0.04774155,0.05806635,669.5666666666667
461,0.3783039,0.7195478,0.05836512,0.07098743,669.5833333333334
461,0.3532226,0.6560098,0.06713453,0.08165335,669.6
461,0.3152936,0.595044,0.06978495,0.08487696,669.6166666666667
461,0.2695574,0.5452265,0.06529681,0.07941819,669.6333333333333
461,0.2082066,0.5105962,0.05057179,0.06150867,669.65
461,0.1873163,0.5068312,0.02341433,0.02847802,669.6666666666666
461,0.1038973,0.5229614,0.04616391,0.05614753,669.6833333333333
461,0.07651901,0.554491,0.046052,0.05601142,669.7
461,0.0394425,0.6166107,0.03000736,0.03649688,669.7166666666667
461,0.008628161,0.7015197,0.03762978,0.04576776,669.7333333333333
,,,,,
463,0.008801958,0.9741815,0.03008019,0.03658546,669.8166666666667
463,0.02272891,0.9801932,0.01272028,0.01547123,669.8333333333334
,,,,,
463,0.1046915,0.9789448,0.03287493,0.03998462,669.8666666666667
463,0.1321516,0.9658395,0.03017533,0.03670118,669.8833333333333
463,0.1655038,0.9301499,0.05537725,0.06735338,669.9
463,0.2009089,0.8747344,0.04574479,0.05563776,669.9166666666666
463,0.2123281,0.8443604,0.04625975,0.0562641,669.9333333333333
463,0.2225826,0.7909511,0.009266535,0.01127056,669.95
,,,,,
463,0.1971025,0.636035,0.04600696,0.05595663,669.9833333333333
463,0.1788061,0.5948629,0.05764021,0.07010575,670.0
463,0.1306948,0.5474965,0.0332318,0.04041866,670.0166666666667
,,,,,
463,0.07188019,0.5317748,0.01653629,0.0201125,670.05
463,0.0154228,0.5611047,0.04079098,0.04961263,670.0666666666667
,,,,,
464,0.01513489,0.9671129,0.03058012,0.03719351,670.2
464,0.0486349,0.9741438,0.0477745,0.05810643,670.2166666666667
464,0.08100124,0.9650673,0.04997171,0.06077882,670.2333333333333
464,0.1220086,0.9267232,0.05418036,0.06589766,670.25
464,0.150025,0.8924401,0.05056211,0.0614969,670.2666666666667
464,0.175218,0.8474401,0.05372992,0.0653498,670.2833333333333
464,0.1930314,0.7577071,0.01581727,0.01923799,670.3
464,0.1907016,0.7396906,0.03662241,0.04454254,670.3166666666667
464,0.1794727,0.6489609,0.05642867,0.06863218,670.3333333333334
464,0.1672578,0.6074312,0.02595327,0.03156604,670.35
,,,,,
464,0.09004873,0.5092796,0.04022823,0.04892817,670.3833333333333
464,0.02867025,0.5054303,0.02937039,0.03572217,670.4
464,0.01583734,0.5185438,0.03867585,0.04704007,670.4166666666666
,,,,,
465,0.01460114,0.9226951,0.04544305,0.05527077,670.5333333333333
465,0.0396532,0.9413013,0.05314937,0.06464369,670.55
465,0.06998259,0.9457992,0.04358324,0.05300875,670.5666666666667
,,,,,
465,0.1457621,0.9232961,0.03300408,0.04014168,670.6
,,,,,
465,0.1792133,0.8360048,0.03164265,0.03848583,670.6333333333333
465,0.1873479,0.7493859,0.02134309,0.02595884,670.65
465,0.1782211,0.724838,0.03835047,0.04664432,670.6666666666666
,,,,,
465,0.1290044,0.5817341,0.04581669,0.05572521,670.7
,,,,,
465,0.01122748,0.5424957,0.0107823,0.01311412,670.7666666666667
,,,,,
466,0.004061058,0.9230652,0.01310682,0.01594136,670.8833333333333
,,,,,
466,0.1597662,0.8493622,0.02481897,0.03018643,670.9666666666667
466,0.168582,0.7956167,0.01844998,0.02244006,670.9833333333333
,,,,,
466,0.1456645,0.6854033,0.05565305,0.06768883,671.0166666666667
466,0.116041,0.6394451,0.06121976,0.07445943,671.0333333333333
466,0.08780757,0.6130733,0.0433482,0.05272288,671.05
,,,,,
466,0.01171712,0.618935,0.0335925,0.04085737,671.0833333333334
,,,,,
467,0.05565586,0.9726476,0.03077944,0.03743594,671.2
467,0.07583426,0.9173486,0.03656296,0.04447023,671.2166666666667
467,0.07774979,0.8791501,0.05731077,0.06970506,671.2333333333333
467,0.07558931,0.8022434,0.02717694,0.03305435,671.25
467,0.0645019,0.779567,0.03200185,0.03892272,671.2666666666667
,,,,,
467,0.009644195,0.7232134,0.02834062,0.03446969,671.3
,,,,,
468,0.08065704,0.9758848,0.02523682,0.03069465,671.4333333333333
468,0.09126233,0.901826,0.04462762,0.05427898,671.45
,,,,,
469,0.01868803,0.9273274,0.06769424,0.0823341,671.6333333333333
469,0.01638146,0.8521544,0.06013773,0.07314339,671.65
469,0.0105412,0.7840533,0.04778191,0.05811544,671.6666666666666
,,,,,
470,0.006832246,0.7939861,0.0263417,0.03203848,672.5666666666667
470,0.01405091,0.7879505,0.0329569,0.04008431,672.5833333333334
470,0.02068415,0.7677488,0.03837093,0.0466692,672.6
470,0.02134869,0.7383728,0.04679458,0.05691458,672.6166666666667
470,0.0177912,0.6963849,0.05251664,0.06387412,672.6333333333333
470,0.01220244,0.6465671,0.04854501,0.05904358,672.65
470,0.004926535,0.6032409,0.02122546,0.02581577,672.6666666666666
,,,,,
471,0.01268502,0.7761751,0.03772172,0.04587958,672.8166666666667
471,0.04511526,0.793147,0.04796065,0.05833285,672.8333333333334
471,0.07494417,0.7918613,0.04612897,0.05610502,672.85
471,0.1009542,0.7774734,0.04761018,0.05790656,672.8666666666667
471,0.1222506,0.7481925,0.05091568,0.06192694,672.8833333333333
471,0.1362697,0.7071786,0.05271223,0.06411202,672.9
471,0.1400988,0.657588,0.05558887,0.06761077,672.9166666666666
471,0.1309756,0.5959896,0.06278889,0.07636789,672.9333333333333
471,0.1100498,0.5233415,0.07034935,0.08556342,672.95
471,0.08175594,0.4479791,0.07067727,0.08596226,672.9666666666667
471,0.05027216,0.3843834,0.06302145,0.07665075,672.9833333333333
471,0.02185031,0.3434962,0.04945107,0.06014558,673.0
471,0.006891848,0.3291693,0.02687241,0.03268396,673.0166666666667
,,,,,
472,0.02566906,0.6780099,0.02732488,0.03323428,673.1166666666667
472,0.04283131,0.7094353,0.05217292,0.06345607,673.1333333333333
472,0.07311404,0.7283714,0.05084028,0.06183523,673.15
472,0.103059,0.7328606,0.04575964,0.05565582,673.1666666666666
,,,,,
472,0.1577677,0.6891936,0.04754549,0.05782789,673.2
472,0.1735424,0.6509939,0.05453955,0.06633452,673.2166666666667
472,0.1833336,0.6028752,0.05521049,0.06715056,673.2333333333333
472,0.1818428,0.5443731,0.06083356,0.0739897,673.25
472,0.1684826,0.4740264,0.06693068,0.08140542,673.2666666666667
472,0.1459658,0.4026028,0.0671955,0.0817275,673.2833333333333
472,0.1174655,0.3394729,0.06307578,0.07671683,673.3
472,0.08639596,0.291472,0.0589078,0.07164746,673.3166666666667
472,0.05479369,0.2608255,0.05238318,0.0637118,673.3333333333334
472,0.02350674,0.2555967,0.04804886,0.05844012,673.35
472,0.009422125,0.274715,0.03565044,0.04336037,673.3666666666667
,,,,,
473,0.01646651,0.5899251,0.05930952,0.07213606,673.45
473,0.04334897,0.6393798,0.06330147,0.07699134,673.4666666666667
473,0.0847118,0.6720695,0.0582592,0.0708586,673.4833333333333
473,0.1173039,0.6853067,0.04378599,0.05325535,673.5
473,0.1774173,0.6777268,0.01856454,0.02257939,673.5166666666667
473,0.1982866,0.6528356,0.05331933,0.0648504,673.5333333333333
473,0.2256954,0.6213733,0.05246511,0.06381145,673.55
473,0.2461849,0.5863233,0.05127714,0.06236657,673.5666666666667
473,0.2514993,0.5408278,0.05525029,0.06719896,673.5833333333334
473,0.2431484,0.4840832,0.06232989,0.07580964,673.6
473,0.2224885,0.4213714,0.06498747,0.07904194,673.6166666666667
473,0.194443,0.3649097,0.06145427,0.07474465,673.6333333333333
473,0.1657376,0.3236092,0.05388073,0.06553322,673.65
473,0.1407783,0.3028534,0.04430771,0.05388989,673.6666666666666
473,0.1252958,0.3146324,0.03710926,0.04513468,673.6833333333333
473,0.1180037,0.3726791,0.03011028,0.03662207,673.7
473,0.1267878,0.4203255,0.06186909,0.07524918,673.7166666666667
473,0.1414557,0.4894595,0.06399544,0.07783537,673.7333333333333
473,0.1619447,0.552241,0.05856564,0.07123131,673.75
473,0.1985437,0.6182317,0.03920902,0.04768854,673.7666666666667
473,0.239903,0.6748813,0.06852956,0.08335007,673.7833333333333
473,0.2864332,0.7112126,0.06148842,0.07478619,673.8
473,0.3296748,0.7247554,0.05333768,0.06487273,673.8166666666667
473,0.3643124,0.7140927,0.04868653,0.0592157,673.8333333333334
473,0.3869972,0.6856289,0.0510167,0.0620498,673.85
473,0.3990563,0.6416283,0.05595158,0.06805192,673.8666666666667
473,0.4009508,0.5886768,0.05601837,0.06813316,673.8833333333333
473,0.3918839,0.5328612,0.06097612,0.07416309,673.9
